bin_center_rad,bin_center_deg,mean_sim,median_sim,p20_sim,p80_sim,n_pairs
0.05235987755982988,3.0,0.48798076161809567,0.6646008904978643,0.09382053889525516,0.8610715738290344,16735
0.15707963267948966,9.0,0.4644038298800482,0.6255738006875123,0.06963841902125911,0.8450212530570189,16085
0.2617993877991494,14.999999999999998,0.43815752412264936,0.6007789251821111,0.013063760198979573,0.830516745194388,14831
0.36651914291880916,20.999999999999996,0.4129611615741935,0.5621996921642352,-0.02231024525075537,0.8181737665036897,13995
0.47123889803846897,27.0,0.3739107305315361,0.5091457410288435,-0.08215820757435469,0.8045317695853847,13187
0.5759586531581287,32.99999999999999,0.3380505984365386,0.4601318740930129,-0.1387940978047303,0.7813550063450756,12225
0.6806784082777885,39.0,0.2979394660856933,0.4111068946448204,-0.20284957434987652,0.7659662571824314,11637
0.7853981633974483,45.0,0.2779036336941797,0.379105929909765,-0.2161501894578864,0.7418588349448106,11266
0.890117918517108,50.99999999999999,0.24660227426741693,0.32449075695940927,-0.2496312313434532,0.7280167003033932,10867
0.9948376736367678,57.0,0.21776192780638684,0.28305097376788385,-0.2713696740726988,0.6956994167662439,11056
1.0995574287564276,63.0,0.18673615829991932,0.25367261257243057,-0.31111807798352537,0.6640903823141227,11215
1.2042771838760873,69.0,0.15046340576784603,0.1906351246902387,-0.3468565537654069,0.6370565905438589,11819
1.308996938995747,74.99999999999999,0.11165556902589613,0.13374948016247767,-0.390374390717982,0.6057389575614838,11939
1.413716694115407,81.0,0.05559834287216986,0.07364522640966693,-0.45121799534283114,0.5562313153190821,12212
1.5184364492350666,87.0,0.014365368914934288,0.02249057823973168,-0.49278869274382736,0.5092448728980616,12183
1.6231562043547263,92.99999999999999,-0.03363222740419517,-0.04070750013793282,-0.529277270348571,0.45263667123702017,12189
1.7278759594743862,99.0,-0.0716308876370989,-0.0946000551804525,-0.5809174885012787,0.4358678561642749,12229
1.832595714594046,105.0,-0.12375803932249825,-0.1649754181338408,-0.6234685410808692,0.3778536958561726,12151
1.9373154697137056,110.99999999999999,-0.17587252774290654,-0.24814056873928367,-0.6625068935353519,0.3301076230894398,12371
2.0420352248333655,117.0,-0.21720775746530213,-0.30617602035570657,-0.6919957512033684,0.2693053729212074,11965
2.146754979953025,122.99999999999999,-0.24856353317049193,-0.3516067855243798,-0.7187733001937354,0.24749081549120247,11780
2.251474735072685,129.0,-0.2877302755115594,-0.4036523156826172,-0.7439366419441545,0.18952952194211284,11846
2.356194490192345,135.0,-0.32394084207371593,-0.46639826110355254,-0.7754036596976852,0.1652782345574666,12598
2.4609142453120043,140.99999999999997,-0.34909085256387057,-0.4976721134889427,-0.7882384298415855,0.12183396680698566,12988
2.5656340004316642,147.0,-0.3766585392922802,-0.5473291993127738,-0.8036982274070068,0.08643041669957083,13437
2.670353755551324,153.0,-0.3891614766737034,-0.5553921403701498,-0.8125115252097802,0.0634588977447452,13743
2.7750735106709836,158.99999999999997,-0.3925351090718054,-0.5527048229419302,-0.8106168955034366,0.050546501686743545,14088
2.8797932657906435,165.0,-0.3850384533025939,-0.5362529143641376,-0.8020163169206802,0.059109791430948,13942
2.9845130209103035,171.0,-0.384849564586702,-0.5269425221628611,-0.805703382214687,0.05376701551845924,14158
3.089232776029963,176.99999999999997,-0.3853086277476554,-0.5356459103753098,-0.8059688285169322,0.057138469450275085,14266
