cluster,theta,deg,center,lo,hi,cluster_rank
0,0.0,0.0,0.8935948126492644,0.6565019502685001,0.9554316644338295,1
0,0.008726646259971648,0.5,0.8942235480922264,0.6572031801625209,0.9559116330540207,1
0,0.017453292519943295,1.0,0.8948410153021081,0.6579577764626646,0.9563821929701266,1
0,0.026179938779914945,1.5000000000000002,0.8954465747630638,0.6589343580990633,0.9568431885175174,1
0,0.03490658503988659,2.0,0.8960396062489637,0.6599196321509917,0.9572944742354778,1
0,0.04363323129985824,2.5,0.8966195116889094,0.6609140980228535,0.9577359170411983,1
0,0.05235987755982989,3.0000000000000004,0.8971857178075294,0.6619182597305681,0.9581673982327072,1
0,0.061086523819801536,3.5,0.8977376785258209,0.6629326240640601,0.9585888153054691,1
0,0.06981317007977318,4.0,0.8982748771122622,0.6639576985335146,0.9590000835700638,1
0,0.07853981633974483,4.5,0.8987968280777935,0.6649939891091429,0.9594011375610942,1
0,0.08726646259971647,5.0,0.899303078812071,0.6660419977664025,0.9597919322302593,1
0,0.09599310885968812,5.5,0.8997932109619664,0.667174530979212,0.9601724439192485,1
0,0.10471975511965978,6.000000000000001,0.9002668415566137,0.668408021130376,0.9605426711107568,1
0,0.11344640137963143,6.5,0.9007236238862992,0.6696251221928038,0.9609026349584222,1
0,0.12217304763960307,7.0,0.9011632481451131,0.6708248848784429,0.9612523795988295,1
0,0.1308996938995747,7.499999999999999,0.9015854418495257,0.6720064122696857,0.9615919722508449,1
0,0.13962634015954636,8.0,0.901989970046853,0.6731688605772702,0.961921503109473,1
0,0.14835298641951802,8.5,0.90237663532898,0.6743114396072826,0.9622410850431037,1
0,0.15707963267948966,9.0,0.9027452776676821,0.67543341297005,0.9625508531044614,1
0,0.16580627893946132,9.5,0.9030957740884633,0.676534098064893,0.9628509638667865,1
0,0.17453292519943295,10.0,0.9034280382000314,0.677612865875101,0.9631415945977523,1
0,0.1832595714594046,10.5,0.9037420195963846,0.6786691406071299,0.9634229422844048,1
0,0.19198621771937624,11.0,0.9040377031480347,0.6797023992069604,0.9636952225229758,1
0,0.2007128639793479,11.5,0.9043151081981724,0.6809356285944322,0.963958668287814,1
0,0.20943951023931956,12.000000000000002,0.9045742876786486,0.6821911234088451,0.964213528593932,1
0,0.2181661564992912,12.5,0.9048153271595185,0.683463333158168,0.9644600670677436,1
0,0.22689280275926285,13.0,0.9050383438446614,0.6847522776137224,0.9646985604405754,1
0,0.23561944901923448,13.5,0.9052434855246405,0.6860579209853666,0.9649292969794088,1
0,0.24434609527920614,14.0,0.9054309294965865,0.687380169826016,0.9651525748691252,1
0,0.2530727415391778,14.500000000000002,0.9056008814594961,0.6887188712265859,0.9653687005602697,1
0,0.2617993877991494,14.999999999999998,0.9057535743919614,0.6900738113289752,0.9655779870960468,1
0,0.27052603405912107,15.5,0.9058892674180297,0.6914447141830385,0.9657807524318973,1
0,0.2792526803190927,16.0,0.9060082446656594,0.6928312409714144,0.9659773177606363,1
0,0.2879793265790644,16.5,0.906110814121097,0.6942329896235656,0.9661680058556879,1
0,0.29670597283903605,17.0,0.9061973064814841,0.6956494948374502,0.9663531394445205,1
0,0.30543261909900765,17.5,0.9062680740071138,0.6970802285238505,0.9665330396238678,1
0,0.3141592653589793,18.0,0.9063234893739996,0.698660576362873,0.9667080243278079,1
0,0.32288591161895097,18.5,0.9063639445268117,0.7003595615075234,0.9668784068591874,1
0,0.33161255787892263,19.0,0.9063898495317586,0.7020828004121135,0.967044494494249,1
0,0.34033920413889424,19.5,0.9064016314286547,0.7038292155451984,0.9672065871696354,1
0,0.3490658503988659,20.0,0.9063997330812075,0.7055976405019138,0.9673649762601897,1
0,0.35779249665883756,20.5,0.906384612024461,0.7073868241052115,0.9675199434551642,1
0,0.3665191429188092,21.0,0.9063567393083565,0.7091954350955701,0.9676717597395471,1
0,0.3752457891787809,21.5,0.9063165983364644,0.7110220673860579,0.967820684486255,1
0,0.3839724354387525,22.0,0.9062646836991454,0.7128652458522354,0.9679669646639181,1
0,0.39269908169872414,22.5,0.9062015000006185,0.7147234326190349,0.9681108341638552,1
0,0.4014257279586958,23.0,0.906127560679731,0.7165950337996113,0.9682525132486924,1
0,0.41015237421866746,23.5,0.9060433868245217,0.7184784066343796,0.9683922081238437,1
0,0.4188790204786391,24.000000000000004,0.905949505981011,0.720371866972188,0.9685301106318177,1
0,0.4276056667386107,24.5,0.9058464509569792,0.7222736970299654,0.9686663980680272,1
0,0.4363323129985824,25.0,0.9057347586218047,0.7241821533623858,0.9688012331154843,1
0,0.44505895925855404,25.5,0.9055742875955026,0.7260954749692293,0.9689347638944816,1
0,0.4537856055185257,26.0,0.9049312111248846,0.7280118914652813,0.969067124122111,1
