onet_code,xi,chi,norm_v_minus_global,gini_resid_abs,participation_resid_abs
11-1011.00,0.0432880374740697,0.428554446147045,7.479894210639536,0.3611206499562096,0.7140655052175147
11-1011.03,0.7319711650522066,0.5689972886910015,6.945907964256144,0.40348228813288256,0.6324354120843454
11-1021.00,6.009418790413957,0.2249623046912035,5.3251116192725885,0.42311182631091393,0.6033301490739853
11-2011.00,6.186037763263066,0.3534879230816969,6.829142920512246,0.3730324548293211,0.7009326602480813
11-2021.00,0.5228602622859758,0.329644241090433,7.05119930987616,0.3826374552935068,0.6569685292795314
11-2022.00,5.913709870277248,0.2702259567642287,7.025788299489112,0.3760720263592958,0.6846979279850105
11-2033.00,6.22221580559785,0.4352335646664907,7.117170859759218,0.4418450919554806,0.5981927300764494
11-3012.00,5.92454583752824,0.3144911988944552,3.0307338923562464,0.4078194951606051,0.6575055748955073
11-3013.00,5.98552485495477,0.161412467670889,3.284881652464207,0.4699867800820967,0.5835733568955135
11-3013.01,0.5435556012825746,0.4130590289308359,4.310356004206226,0.3954640695235345,0.6712264305758286
11-3021.00,0.3670887892730913,0.3243190125393295,5.0578551955472415,0.4098712397620532,0.6446679808519987
11-3031.00,0.051494081126868,0.2822642132868055,6.9900307857986945,0.44101915743806197,0.6062023966510363
11-3031.01,6.148192677012326,0.3595297959650215,7.634645024236202,0.3916137240541955,0.6478976082943414
11-3031.03,0.5340934561205879,0.3991306703008781,7.625817621443955,0.49907846731693595,0.5257875856024588
11-3051.00,1.3134581371015273,0.1989424541118191,3.3373530833303264,0.49181755832924456,0.5300556716198073
11-3051.01,1.4841349685704164,0.4914131197576318,4.412452930601462,0.3107486204893497,0.7679223374440197
11-3051.02,1.8948787588329048,0.3841222058814747,3.906839904599632,0.44737629877289575,0.598015324097291
11-3051.03,2.075153839565387,0.3588160067798626,3.876851439435389,0.4983243421762602,0.5415483838295765
11-3051.04,2.180300758593517,0.3643382047763537,3.3020738081165772,0.4674123988298009,0.5442954347371968
11-3051.06,1.8995174726333008,0.3619763582343961,4.9827861404304175,0.4320379071478846,0.6253927139576597
11-3061.00,6.1840020285821184,0.1570309886772475,7.14508317165878,0.47419160523501835,0.5481661713511107
11-3071.04,1.392188541483666,0.2250395021546922,6.656566531975322,0.44895697102352816,0.5539391599047924
11-3111.00,0.0771132916733985,0.3880709943179223,7.653860273316481,0.34970223048627913,0.7188660866689994
11-3121.00,6.206172350305481,0.3682831964217108,7.366230671409154,0.42949112331056805,0.630317494518526
11-3131.00,0.2840099047546617,0.4198800825372232,6.770718702852461,0.373917202110958,0.6858285814756557
11-9021.00,1.2297930293988537,0.2799142353404707,4.416675648096764,0.4698139237416643,0.577899719829689
11-9031.00,6.194234097715824,0.5442641815596887,4.480039085117582,0.39360087094568574,0.6487617164825001
11-9032.00,6.114996342299024,0.5494181131424678,7.204326771883118,0.41586411749936114,0.6397501111353214
11-9033.00,6.00315216044644,0.5891736908121812,7.452953358079729,0.3678178191905561,0.6990549334105112
11-9041.00,0.937107716436116,0.4452235315242326,6.478385974015978,0.3981351915600617,0.6502742602863993
11-9041.01,1.4881990235757905,0.5500656066314279,4.08003412365569,0.4200495641143327,0.6392655267356665
11-9051.00,5.430672624270965,0.1948816263706342,2.9986867435525735,0.4853379018830144,0.5479032376408599
11-9071.00,5.220005326393096,0.2507890520677467,4.492121435110617,0.3794753224242031,0.6877997113278819
11-9072.00,5.398059145156708,0.2846282913798282,3.4184099061092317,0.423536266269938,0.6311929744981434
11-9081.00,5.370140969998184,0.3992321234350646,2.45295634920518,0.3823309241085706,0.684542412486073
11-9111.00,0.1088630553768236,0.431270105092554,6.5425055177810005,0.5103401078839687,0.5207455197418117
11-9121.00,0.7306028221630059,0.525811436126145,5.910336673079377,0.4013617686277442,0.6553776859850043
11-9121.01,0.3788404805495073,0.4717310291252983,6.528185227778872,0.4709846918927596,0.5357607189040449
11-9121.02,1.151171244999368,0.5199114364580348,6.398362892059688,0.42594016096789056,0.5896536192567792
11-9131.00,5.3358018701970575,0.3459666620832203,4.7029999488126695,0.49021319864315993,0.5083703232119394
11-9141.00,6.016525751338974,0.1938837711119767,6.632857456645066,0.3544666815227111,0.7010962419566341
11-9151.00,0.0112148476474859,0.5411735940745532,5.600366840334873,0.4388013757431781,0.6100411384346538
11-9161.00,0.4692335569122504,0.477072923987171,5.140558906983067,0.46989783917602357,0.5512993269752404
11-9171.00,5.699652055368022,0.2931433281835096,2.8937986635770163,0.4411083378267422,0.6082358709898954
11-9179.01,0.0431598923943353,0.3642190630584683,5.305738724817335,0.5255788404316137,0.4795514783392154
11-9179.02,5.664861962785134,0.271532654751934,3.029220427780215,0.40399220300902927,0.6511332074393322
11-9199.01,0.7266915245160508,0.4696403171220251,7.045047265893157,0.3994771182114716,0.6378116776075279
11-9199.02,0.6306113112430349,0.4635745946350272,5.697576421905391,0.48632718523269114,0.5427234765550185
11-9199.08,0.5701552177614592,0.2332781082841879,3.6359041449595164,0.4356998998064858,0.593378901439781
11-9199.09,1.932368764474121,0.1067965156246468,3.4840724278552364,0.4678640981906699,0.569783265735897
11-9199.10,1.3256365724106802,0.3393122816740593,5.331379521978363,0.48979980955788327,0.5210247285668976
11-9199.11,1.19484762989641,0.4708805552652025,6.854412083509374,0.45817889049672544,0.5397032003851466
13-1011.00,5.98481568121195,0.4061452098540085,6.887277538318778,0.3834449901146064,0.6878668128286751
13-1021.00,4.37583793939748,0.0722859425590822,4.212306636196783,0.356222244464524,0.7159689822600324
13-1022.00,0.4109924160227859,0.1263459724852309,4.86231914529435,0.3607384324892311,0.6956425809106493
13-1023.00,0.5520027690977645,0.1791582034742468,7.07334039062379,0.3712169111738606,0.6879232289916347
13-1031.00,0.5397846570230027,0.2613571453339793,6.039437048475257,0.41396446741890314,0.6474799041155926
13-1032.00,2.33065603286353,0.2499894448419347,3.3439083565671575,0.4248363933924677,0.6371000359852177
13-1041.01,1.1179818287056449,0.3506376126116227,4.454300304925464,0.3647898336487443,0.7069754159836956
13-1041.03,0.3068637901177291,0.4419888130379913,7.057044371486464,0.46157733232924314,0.5607679752030305
13-1041.04,1.1011102317235697,0.3719092536665355,4.354694437479708,0.38355214024882445,0.6838027719863476
13-1041.06,6.156213180731713,0.2408408111110233,3.6778117068895457,0.46403559619768364,0.5838824345734397
13-1041.07,0.7931597056434818,0.4281748731570335,6.990945403173256,0.3840239696210115,0.6304448769796942
13-1041.08,4.916393472164938,0.1430164897648749,6.875128002889648,0.41956932154851745,0.6281053974170795
13-1051.00,1.3240001377845996,0.2679865905714522,7.3419596732937915,0.4537189284974148,0.5782010428662767
13-1071.00,6.173325090574515,0.3394120345538251,6.720997075197919,0.33215536280620794,0.7416995497166503
13-1074.00,4.753634777016684,0.2844640733885865,5.020802338942694,0.5119454999390529,0.5183060332323904
13-1075.00,0.1889818000686158,0.3247890598311123,7.46938162242988,0.4875452330701291,0.5331115882680224
13-1081.00,0.5238049791521895,0.2398170282377765,6.907508416762414,0.4178373306409826,0.6051519765427482
13-1081.01,1.4398547868617817,0.3175010679424027,7.51320444900602,0.5050016446143524,0.49980134189126113
13-1081.02,1.3539187282032958,0.135198412700818,6.475579435052196,0.4275016705642096,0.6268621749060734
13-1111.00,0.9452283159824152,0.3954005003060865,7.250409059174915,0.4687288362436186,0.5522828523741955
13-1121.00,6.1011413009493305,0.3580724907353939,3.0604427596794825,0.46814710360921974,0.5797140237805047
13-1131.00,6.0286213205005135,0.4050077186106269,6.989566409074965,0.37377066422551164,0.679328990021441
13-1141.00,0.2907728630487508,0.3971089606064563,6.770024215667087,0.33614422508388286,0.7367733333597195
13-1151.00,0.0824971728011075,0.3769409172603343,6.8924704121133304,0.4278889004253241,0.6166812270881973
13-1161.00,0.6830023646584095,0.4275656050272805,7.091375386614718,0.4694377949622701,0.560439615721769
13-1161.01,0.5293278767525879,0.304169990954577,6.851316891129599,0.3320886047227307,0.7374996174395962
13-1199.04,0.8110634968504219,0.4300545958267456,7.360917285186134,0.42081108509211007,0.6010480105279506
13-1199.05,0.8417859622375393,0.5293495894076662,6.702037401377726,0.3505396556096141,0.6852808555360046
13-1199.06,5.112857492262097,0.1439105460408159,6.537460486452368,0.4610007624665817,0.5858376728469895
13-1199.07,1.2063885746747411,0.3871785918046034,3.2998976789671373,0.46596468191680884,0.5743214447060485
