onet_code,xi,chi,norm_v,norm_v_minus_global,gini_v,gini_resid_abs,participation_v,participation_resid_abs,dist_to_xi_centroid,cos_dist_to_xi_centroid,mean_level
11-1011.00,0.0433035801831192,0.4287505464956168,22.872643047973273,9.722320756972513,0.3023845911263132,0.5043244572538825,0.7576041601870136,0.5255399515479708,7.565065771752129,0.03238122143173561,3.3651428571428568
11-1011.03,0.732096029429244,0.5689760041705043,18.83707514451222,5.390374842904403,0.27777424115281124,0.45762170685791115,0.7850390511045001,0.5778423863231118,2.777438608027164,0.008955660747847816,2.8211428571428576
11-1021.00,6.007615683350592,0.2240491408582009,18.19810704441536,4.779131476203018,0.28068020076410205,0.48983080833223247,0.7843699008069934,0.5084593951992649,3.6987992599313664,0.018836757233166912,2.7242857142857146
11-2011.00,6.186102434004539,0.3534797688792016,18.36749302436236,5.953873928050283,0.3218440327445067,0.47041681702124993,0.7299656971580064,0.5469313920226301,3.651379994774901,0.018429656117335158,2.6525714285714286
11-2021.00,0.5229740902854406,0.3296503324119372,18.982697384723807,6.172489460553055,0.2964811783960726,0.5229421294638386,0.7577718930814928,0.48695373339180553,3.5385217239987736,0.01553250260220973,2.793142857142857
11-2022.00,5.913720083281847,0.2702162985214765,19.005846468915824,6.083008932003507,0.30006472111084936,0.4872576048766195,0.7460619134546154,0.5305583550202768,4.136558191594887,0.017401471700102977,2.774857142857143
11-2033.00,6.222246875649881,0.4352317519781654,16.963667056388484,5.209587069916771,0.34126685902167364,0.5609703888127402,0.7200518675392009,0.41491824689158535,3.414942617982058,0.020095814081790953,2.433142857142857
11-3012.00,5.92452485453443,0.3145018020162946,17.00921808902455,4.046537307580497,0.28687836642816955,0.519271302373826,0.779611291656184,0.48742068488643,3.296278457485973,0.018920317239482398,2.5385714285714283
11-3013.00,5.985404088814467,0.1614334976656468,17.751121091356456,3.9907491192053257,0.18580793890930103,0.4781702460366968,0.8913860219817046,0.5394364583820258,5.305707821441285,0.04558465641103693,2.8328571428571427
11-3013.01,0.5435295046867468,0.4130528420930592,18.221152543129648,4.391614907265175,0.24505628408959002,0.5079563722997043,0.8345960935475,0.5119366227044166,4.0504748763246985,0.024908073986516177,2.8137142857142856
11-3021.00,0.3670773944145555,0.3243295729907653,19.31346162654432,5.349385116931573,0.1794042102475839,0.49884900435341883,0.8917735826626693,0.5432210106822511,4.702919011100205,0.027822310387675353,3.082857142857143
11-3031.00,0.0515159830035767,0.2822558739494258,18.24446491404996,5.387026974670923,0.31385369590195333,0.5620214093571192,0.7463926865973668,0.413133611881854,3.4730825939253007,0.017602711943763838,2.664285714285714
11-3031.01,6.148165771531114,0.3595269992372665,19.59329477142627,7.190674164037002,0.3329999421865064,0.5189116647528389,0.7270804788365219,0.4628997056698814,5.33739277992705,0.03241713598453577,2.8240000000000003
11-3031.03,0.5341012725388751,0.3991261370174889,17.59894599116663,5.25809398323559,0.3345384305835011,0.4553944587399341,0.7265999474276615,0.5000242625303357,3.403812538992433,0.01879505065453979,2.5357142857142856
11-3051.00,1.3134835919246792,0.1989493809389516,20.5748730251246,6.551541486132174,0.18095570804741135,0.4323433016117022,0.8848478532792303,0.6168353476542413,5.205134026474841,0.026423842447406032,3.2714285714285714
11-3051.01,1.484115002856005,0.4914072481261543,19.879647884205596,5.453233555329871,0.17668349952577467,0.34591470380624645,0.8981578243052676,0.7169227842051367,3.252735613634859,0.008913006136383683,3.1845714285714286
11-3051.02,1.8948485586556505,0.3841004002886786,19.72171645673875,6.092888134680623,0.12848917403793858,0.44912356474190807,0.9361673286570336,0.567612202484037,3.8099873520330383,0.01462911291581459,3.2254285714285715
11-3051.03,2.075131576919265,0.3588226288163271,18.94712379228045,5.0809097744481475,0.18870304883876554,0.4229680196956538,0.8712801525057456,0.6168412767700102,3.99782269097751,0.020111471034091166,2.9894285714285713
11-3051.04,2.180309482899524,0.3643240184489,19.73143937983238,6.04384041866115,0.15979168537308075,0.4343493893219834,0.91022940196959,0.5876471775696237,4.133257721931218,0.013856598453762414,3.182
11-3051.06,1.899580734847213,0.3619547728992088,19.945327773691762,6.012049683976134,0.12669545084788192,0.45747580570493906,0.9358396289857839,0.5860192224373394,3.5992485623139383,0.010814113253524438,3.2614285714285716
11-3061.00,6.1839087718956725,0.1570291386209303,18.99416752584856,6.160200566162907,0.2779399837794001,0.49363563521231657,0.7705441979263249,0.498711911862704,4.426807126811736,0.024277503537300738,2.818285714285714
11-3071.04,1.392304629126777,0.2250197200666636,18.432910784789254,5.478917904349137,0.2919496855345911,0.4577696416402257,0.7653161231470464,0.5713410725289335,5.113271300189545,0.039230191629136546,2.725714285714286
11-3111.00,0.0771189833725487,0.3880726179377382,17.681569500471387,5.75859659957832,0.3405190978125352,0.5275509715446447,0.7114147891675507,0.44874470044681253,3.7668316231585566,0.022955635748991288,2.5208571428571434
