cluster,theta,deg,center,lo,hi,cluster_rank
0,0.0,0.0,0.84037378247,0.5185579220745975,0.9187431529122374,1
0,0.008726646259971648,0.5,0.8402729710124398,0.5194415628349066,0.9192765931551109,1
0,0.017453292519943295,1.0,0.8401802704741034,0.5203170225848973,0.9197803056503628,1
0,0.026179938779914945,1.5000000000000002,0.8400951550541115,0.5211844217178739,0.920252693157032,1
0,0.03490658503988659,2.0,0.8400170162827391,0.5220439432316033,0.9206922086109172,1
0,0.04363323129985824,2.5,0.8399451689103928,0.5228958370217235,0.9210973608355137,1
0,0.05235987755982989,3.0000000000000004,0.8398788571548647,0.5237404235460209,0.9214667197096544,1
0,0.061086523819801536,3.5,0.8398172612429551,0.5245780968135633,0.9217989207709351,1
0,0.06981317007977318,4.0,0.8397595041819788,0.5254093266609225,0.9220926692433808,1
0,0.07853981633974483,4.5,0.839704658697245,0.5262346602862762,0.9223467434869318,1
0,0.08726646259971647,5.0,0.8396517542733165,0.527054723020909,0.922559997875012,1
0,0.09599310885968812,5.5,0.8395997842395116,0.5278702183263387,0.9227313651144918,1
0,0.10471975511965978,6.000000000000001,0.8395477128436474,0.5286819270138804,0.9228598580296422,1
0,0.11344640137963143,6.5,0.8394944822622552,0.5294907056917951,0.9229445708380835,1
0,0.12217304763960307,7.0,0.8394390195002654,0.5302974844531387,0.9229846799521495,1
0,0.1308996938995747,7.499999999999999,0.8393802431383324,0.5311032638249708,0.922979444343496,1
0,0.13962634015954636,8.0,0.8393170698913588,0.5319091110066273,0.9229282055121281,1
0,0.14835298641951802,8.5,0.8392484209472452,0.5327161554312649,0.9228303871033098,1
0,0.15707963267948966,9.0,0.8391732280603066,0.5335255836908349,0.9226854942171154,1
0,0.16580627893946132,9.5,0.8390904393790013,0.5343386338700004,0.9224931124556573,1
0,0.17453292519943295,10.0,0.8389990249925433,0.5351565893393265,0.9222529067524594,1
0,0.1832595714594046,10.5,0.8388979821854778,0.5359807720622892,0.9220887107171382,1
0,0.19198621771937624,11.0,0.8387863403933554,0.5368125354743459,0.92210226569228,1
0,0.2007128639793479,11.5,0.8386631658561624,0.5376532569954745,0.9222172695338574,1
0,0.20943951023931956,12.000000000000002,0.8385275659691317,0.5385043302402276,0.9223782458141573,1
0,0.2181661564992912,12.5,0.8383786933329455,0.5393671569915256,0.9225271940929278,1
0,0.22689280275926285,13.0,0.8382157495071526,0.540243139006076,0.9226643471524082,1
0,0.23561944901923448,13.5,0.8380379884718719,0.5413787466658121,0.9227899633447946,1
0,0.24434609527920614,14.0,0.8378447198035711,0.5428638877048653,0.9229043250156674,1
0,0.2530727415391778,14.500000000000002,0.837635311570931,0.5442802295926684,0.9230077367892797,1
